rank,method,model_name,layer,iter,token_num
23,FLEX,mixtral-8x7b-e16k4,5,11,48664
23,FLEX,mixtral-8x7b-e16k4,5,12,31574
23,FLEX,mixtral-8x7b-e16k4,5,13,42293
23,FLEX,mixtral-8x7b-e16k4,5,14,54970
23,FLEX,mixtral-8x7b-e16k4,5,15,62046
23,FLEX,mixtral-8x7b-e16k4,5,16,60470
23,FLEX,mixtral-8x7b-e16k4,5,17,63163
23,FLEX,mixtral-8x7b-e16k4,5,18,65288
23,FLEX,mixtral-8x7b-e16k4,5,19,63081
23,FLEX,mixtral-8x7b-e16k4,5,20,73960
23,FLEX,mixtral-8x7b-e16k4,5,21,66682
23,FLEX,mixtral-8x7b-e16k4,5,22,66111
23,FLEX,mixtral-8x7b-e16k4,5,23,62985
23,FLEX,mixtral-8x7b-e16k4,5,24,61792
23,FLEX,mixtral-8x7b-e16k4,5,25,60077
23,FLEX,mixtral-8x7b-e16k4,5,26,55665
23,FLEX,mixtral-8x7b-e16k4,5,27,54610
23,FLEX,mixtral-8x7b-e16k4,5,28,52009
23,FLEX,mixtral-8x7b-e16k4,5,29,52559
24,FLEX,mixtral-8x7b-e16k4,5,0,106286
24,FLEX,mixtral-8x7b-e16k4,5,1,103243
24,FLEX,mixtral-8x7b-e16k4,5,2,92816
24,FLEX,mixtral-8x7b-e16k4,5,3,91824
24,FLEX,mixtral-8x7b-e16k4,5,4,109765
24,FLEX,mixtral-8x7b-e16k4,5,5,88313
24,FLEX,mixtral-8x7b-e16k4,5,6,100153
24,FLEX,mixtral-8x7b-e16k4,5,7,110202
24,FLEX,mixtral-8x7b-e16k4,5,8,111480
24,FLEX,mixtral-8x7b-e16k4,5,9,100370
24,FLEX,mixtral-8x7b-e16k4,5,10,120635
24,FLEX,mixtral-8x7b-e16k4,5,11,99429
24,FLEX,mixtral-8x7b-e16k4,5,12,99748
24,FLEX,mixtral-8x7b-e16k4,5,13,96607
24,FLEX,mixtral-8x7b-e16k4,5,14,87511
24,FLEX,mixtral-8x7b-e16k4,5,15,93320
24,FLEX,mixtral-8x7b-e16k4,5,16,97213
24,FLEX,mixtral-8x7b-e16k4,5,17,97230
24,FLEX,mixtral-8x7b-e16k4,5,18,96828
24,FLEX,mixtral-8x7b-e16k4,5,19,97777
24,FLEX,mixtral-8x7b-e16k4,5,20,97488
24,FLEX,mixtral-8x7b-e16k4,5,21,96959
24,FLEX,mixtral-8x7b-e16k4,5,22,97725
24,FLEX,mixtral-8x7b-e16k4,5,23,97477
24,FLEX,mixtral-8x7b-e16k4,5,24,97268
24,FLEX,mixtral-8x7b-e16k4,5,25,97465
24,FLEX,mixtral-8x7b-e16k4,5,26,97832
24,FLEX,mixtral-8x7b-e16k4,5,27,98080
24,FLEX,mixtral-8x7b-e16k4,5,28,97864
24,FLEX,mixtral-8x7b-e16k4,5,29,98215
25,FLEX,mixtral-8x7b-e16k4,5,0,50779
25,FLEX,mixtral-8x7b-e16k4,5,1,56035
25,FLEX,mixtral-8x7b-e16k4,5,2,80023
25,FLEX,mixtral-8x7b-e16k4,5,3,57031
25,FLEX,mixtral-8x7b-e16k4,5,4,49511
25,FLEX,mixtral-8x7b-e16k4,5,5,76560
25,FLEX,mixtral-8x7b-e16k4,5,6,67542
25,FLEX,mixtral-8x7b-e16k4,5,7,63126
25,FLEX,mixtral-8x7b-e16k4,5,8,54131
25,FLEX,mixtral-8x7b-e16k4,5,9,58559
25,FLEX,mixtral-8x7b-e16k4,5,10,39041
25,FLEX,mixtral-8x7b-e16k4,5,11,50702
25,FLEX,mixtral-8x7b-e16k4,5,12,39530
25,FLEX,mixtral-8x7b-e16k4,5,13,37660
25,FLEX,mixtral-8x7b-e16k4,5,14,46498
25,FLEX,mixtral-8x7b-e16k4,5,15,40768
25,FLEX,mixtral-8x7b-e16k4,5,16,60546
25,FLEX,mixtral-8x7b-e16k4,5,17,59748
25,FLEX,mixtral-8x7b-e16k4,5,18,74178
25,FLEX,mixtral-8x7b-e16k4,5,19,71930
25,FLEX,mixtral-8x7b-e16k4,5,20,72465
25,FLEX,mixtral-8x7b-e16k4,5,21,68625
25,FLEX,mixtral-8x7b-e16k4,5,22,83196
25,FLEX,mixtral-8x7b-e16k4,5,23,85656
25,FLEX,mixtral-8x7b-e16k4,5,24,85594
25,FLEX,mixtral-8x7b-e16k4,5,25,86805
25,FLEX,mixtral-8x7b-e16k4,5,26,85568
25,FLEX,mixtral-8x7b-e16k4,5,27,84595
25,FLEX,mixtral-8x7b-e16k4,5,28,86118
25,FLEX,mixtral-8x7b-e16k4,5,29,85176
26,FLEX,mixtral-8x7b-e16k4,5,0,43598
26,FLEX,mixtral-8x7b-e16k4,5,1,59833
26,FLEX,mixtral-8x7b-e16k4,5,2,47237
26,FLEX,mixtral-8x7b-e16k4,5,3,62397
26,FLEX,mixtral-8x7b-e16k4,5,4,69070
26,FLEX,mixtral-8x7b-e16k4,5,5,47635
26,FLEX,mixtral-8x7b-e16k4,5,6,48272
26,FLEX,mixtral-8x7b-e16k4,5,7,49534
26,FLEX,mixtral-8x7b-e16k4,5,8,60114
26,FLEX,mixtral-8x7b-e16k4,5,9,62472
26,FLEX,mixtral-8x7b-e16k4,5,10,69044
26,FLEX,mixtral-8x7b-e16k4,5,11,62748
26,FLEX,mixtral-8x7b-e16k4,5,12,64098
26,FLEX,mixtral-8x7b-e16k4,5,13,52557
26,FLEX,mixtral-8x7b-e16k4,5,14,49222
26,FLEX,mixtral-8x7b-e16k4,5,15,39350
26,FLEX,mixtral-8x7b-e16k4,5,16,32297
26,FLEX,mixtral-8x7b-e16k4,5,17,28208
26,FLEX,mixtral-8x7b-e16k4,5,18,26729
26,FLEX,mixtral-8x7b-e16k4,5,19,27209
26,FLEX,mixtral-8x7b-e16k4,5,20,14382
26,FLEX,mixtral-8x7b-e16k4,5,21,17760
26,FLEX,mixtral-8x7b-e16k4,5,22,16863
26,FLEX,mixtral-8x7b-e16k4,5,23,17655
26,FLEX,mixtral-8x7b-e16k4,5,24,12464
26,FLEX,mixtral-8x7b-e16k4,5,25,13041
26,FLEX,mixtral-8x7b-e16k4,5,26,18707
26,FLEX,mixtral-8x7b-e16k4,5,27,13814
26,FLEX,mixtral-8x7b-e16k4,5,28,18555
26,FLEX,mixtral-8x7b-e16k4,5,29,16043
27,FLEX,mixtral-8x7b-e16k4,5,0,61510
27,FLEX,mixtral-8x7b-e16k4,5,1,43068
27,FLEX,mixtral-8x7b-e16k4,5,2,42103
27,FLEX,mixtral-8x7b-e16k4,5,3,50920
27,FLEX,mixtral-8x7b-e16k4,5,4,33834
27,FLEX,mixtral-8x7b-e16k4,5,5,49665
27,FLEX,mixtral-8x7b-e16k4,5,6,46206
27,FLEX,mixtral-8x7b-e16k4,5,7,39308
27,FLEX,mixtral-8x7b-e16k4,5,8,36442
27,FLEX,mixtral-8x7b-e16k4,5,9,40773
27,FLEX,mixtral-8x7b-e16k4,5,10,33454
27,FLEX,mixtral-8x7b-e16k4,5,11,34678
27,FLEX,mixtral-8x7b-e16k4,5,12,41651
27,FLEX,mixtral-8x7b-e16k4,5,13,48431
27,FLEX,mixtral-8x7b-e16k4,5,14,48350
27,FLEX,mixtral-8x7b-e16k4,5,15,60580
27,FLEX,mixtral-8x7b-e16k4,5,16,65045
27,FLEX,mixtral-8x7b-e16k4,5,17,63342
27,FLEX,mixtral-8x7b-e16k4,5,18,59953
27,FLEX,mixtral-8x7b-e16k4,5,19,70236
27,FLEX,mixtral-8x7b-e16k4,5,20,67558
27,FLEX,mixtral-8x7b-e16k4,5,21,69360
27,FLEX,mixtral-8x7b-e16k4,5,22,63360
27,FLEX,mixtral-8x7b-e16k4,5,23,65298
27,FLEX,mixtral-8x7b-e16k4,5,24,56138
27,FLEX,mixtral-8x7b-e16k4,5,25,54681
27,FLEX,mixtral-8x7b-e16k4,5,26,49333
27,FLEX,mixtral-8x7b-e16k4,5,27,55110
27,FLEX,mixtral-8x7b-e16k4,5,28,47597
27,FLEX,mixtral-8x7b-e16k4,5,29,51886
28,FLEX,mixtral-8x7b-e16k4,5,0,106268
28,FLEX,mixtral-8x7b-e16k4,5,1,103227
28,FLEX,mixtral-8x7b-e16k4,5,2,92797
28,FLEX,mixtral-8x7b-e16k4,5,3,91811
28,FLEX,mixtral-8x7b-e16k4,5,4,109748
28,FLEX,mixtral-8x7b-e16k4,5,5,88299
28,FLEX,mixtral-8x7b-e16k4,5,6,100136
28,FLEX,mixtral-8x7b-e16k4,5,7,110186
28,FLEX,mixtral-8x7b-e16k4,5,8,111469
28,FLEX,mixtral-8x7b-e16k4,5,9,100356
28,FLEX,mixtral-8x7b-e16k4,5,10,120617
28,FLEX,mixtral-8x7b-e16k4,5,11,98042
28,FLEX,mixtral-8x7b-e16k4,5,12,99079
28,FLEX,mixtral-8x7b-e16k4,5,13,105497
28,FLEX,mixtral-8x7b-e16k4,5,14,97766
28,FLEX,mixtral-8x7b-e16k4,5,15,80084
28,FLEX,mixtral-8x7b-e16k4,5,16,72500
28,FLEX,mixtral-8x7b-e16k4,5,17,80668
28,FLEX,mixtral-8x7b-e16k4,5,18,75364
28,FLEX,mixtral-8x7b-e16k4,5,19,61748
28,FLEX,mixtral-8x7b-e16k4,5,20,81818
28,FLEX,mixtral-8x7b-e16k4,5,21,78801
28,FLEX,mixtral-8x7b-e16k4,5,22,72207
28,FLEX,mixtral-8x7b-e16k4,5,23,66272
28,FLEX,mixtral-8x7b-e16k4,5,24,84505
28,FLEX,mixtral-8x7b-e16k4,5,25,85404
28,FLEX,mixtral-8x7b-e16k4,5,26,85513
28,FLEX,mixtral-8x7b-e16k4,5,27,85821
28,FLEX,mixtral-8x7b-e16k4,5,28,87809
28,FLEX,mixtral-8x7b-e16k4,5,29,86272
29,FLEX,mixtral-8x7b-e16k4,5,0,50762
29,FLEX,mixtral-8x7b-e16k4,5,1,56018
29,FLEX,mixtral-8x7b-e16k4,5,2,80004
29,FLEX,mixtral-8x7b-e16k4,5,3,57013
29,FLEX,mixtral-8x7b-e16k4,5,4,49496
29,FLEX,mixtral-8x7b-e16k4,5,5,76547
29,FLEX,mixtral-8x7b-e16k4,5,6,67528
29,FLEX,mixtral-8x7b-e16k4,5,7,63109
29,FLEX,mixtral-8x7b-e16k4,5,8,54116
29,FLEX,mixtral-8x7b-e16k4,5,9,58541
29,FLEX,mixtral-8x7b-e16k4,5,10,39028
29,FLEX,mixtral-8x7b-e16k4,5,11,81294
29,FLEX,mixtral-8x7b-e16k4,5,12,74461
29,FLEX,mixtral-8x7b-e16k4,5,13,82573
29,FLEX,mixtral-8x7b-e16k4,5,14,97392
29,FLEX,mixtral-8x7b-e16k4,5,15,79175
29,FLEX,mixtral-8x7b-e16k4,5,16,65331
29,FLEX,mixtral-8x7b-e16k4,5,17,71229
29,FLEX,mixtral-8x7b-e16k4,5,18,79200
29,FLEX,mixtral-8x7b-e16k4,5,19,67241
29,FLEX,mixtral-8x7b-e16k4,5,20,76260
29,FLEX,mixtral-8x7b-e16k4,5,21,73636
29,FLEX,mixtral-8x7b-e16k4,5,22,82919
29,FLEX,mixtral-8x7b-e16k4,5,23,81934
29,FLEX,mixtral-8x7b-e16k4,5,24,91753
29,FLEX,mixtral-8x7b-e16k4,5,25,92017
29,FLEX,mixtral-8x7b-e16k4,5,26,96431
29,FLEX,mixtral-8x7b-e16k4,5,27,94198
29,FLEX,mixtral-8x7b-e16k4,5,28,102052
29,FLEX,mixtral-8x7b-e16k4,5,29,97758
30,FLEX,mixtral-8x7b-e16k4,5,0,43586
30,FLEX,mixtral-8x7b-e16k4,5,1,59813
30,FLEX,mixtral-8x7b-e16k4,5,2,47221
30,FLEX,mixtral-8x7b-e16k4,5,3,62382
30,FLEX,mixtral-8x7b-e16k4,5,4,69050
30,FLEX,mixtral-8x7b-e16k4,5,5,47620
30,FLEX,mixtral-8x7b-e16k4,5,6,48260
30,FLEX,mixtral-8x7b-e16k4,5,7,49524
30,FLEX,mixtral-8x7b-e16k4,5,8,60104
30,FLEX,mixtral-8x7b-e16k4,5,9,62458
30,FLEX,mixtral-8x7b-e16k4,5,10,69032
30,FLEX,mixtral-8x7b-e16k4,5,11,62734
30,FLEX,mixtral-8x7b-e16k4,5,12,64084
30,FLEX,mixtral-8x7b-e16k4,5,13,52547
30,FLEX,mixtral-8x7b-e16k4,5,14,49205
30,FLEX,mixtral-8x7b-e16k4,5,15,69705
30,FLEX,mixtral-8x7b-e16k4,5,16,62761
30,FLEX,mixtral-8x7b-e16k4,5,17,58008
30,FLEX,mixtral-8x7b-e16k4,5,18,52265
30,FLEX,mixtral-8x7b-e16k4,5,19,57892
30,FLEX,mixtral-8x7b-e16k4,5,20,44648
30,FLEX,mixtral-8x7b-e16k4,5,21,49733
30,FLEX,mixtral-8x7b-e16k4,5,22,44328
30,FLEX,mixtral-8x7b-e16k4,5,23,44380
30,FLEX,mixtral-8x7b-e16k4,5,24,40284
30,FLEX,mixtral-8x7b-e16k4,5,25,40132
30,FLEX,mixtral-8x7b-e16k4,5,26,41370
30,FLEX,mixtral-8x7b-e16k4,5,27,36784
30,FLEX,mixtral-8x7b-e16k4,5,28,35370
30,FLEX,mixtral-8x7b-e16k4,5,29,36256
31,FLEX,mixtral-8x7b-e16k4,5,0,61499
31,FLEX,mixtral-8x7b-e16k4,5,1,43051
31,FLEX,mixtral-8x7b-e16k4,5,2,42087
31,FLEX,mixtral-8x7b-e16k4,5,3,50910
31,FLEX,mixtral-8x7b-e16k4,5,4,33814
31,FLEX,mixtral-8x7b-e16k4,5,5,49649
31,FLEX,mixtral-8x7b-e16k4,5,6,46191
31,FLEX,mixtral-8x7b-e16k4,5,7,39299
31,FLEX,mixtral-8x7b-e16k4,5,8,36432
31,FLEX,mixtral-8x7b-e16k4,5,9,40759
31,FLEX,mixtral-8x7b-e16k4,5,10,33437
31,FLEX,mixtral-8x7b-e16k4,5,11,34661
31,FLEX,mixtral-8x7b-e16k4,5,12,41637
31,FLEX,mixtral-8x7b-e16k4,5,13,48416
31,FLEX,mixtral-8x7b-e16k4,5,14,48344
31,FLEX,mixtral-8x7b-e16k4,5,15,61306
31,FLEX,mixtral-8x7b-e16k4,5,16,68595
31,FLEX,mixtral-8x7b-e16k4,5,17,65855
31,FLEX,mixtral-8x7b-e16k4,5,18,59771
31,FLEX,mixtral-8x7b-e16k4,5,19,70255
31,FLEX,mixtral-8x7b-e16k4,5,20,69669
31,FLEX,mixtral-8x7b-e16k4,5,21,69414
31,FLEX,mixtral-8x7b-e16k4,5,22,63690
31,FLEX,mixtral-8x7b-e16k4,5,23,65616
31,FLEX,mixtral-8x7b-e16k4,5,24,56282
31,FLEX,mixtral-8x7b-e16k4,5,25,54743
31,FLEX,mixtral-8x7b-e16k4,5,26,49534
31,FLEX,mixtral-8x7b-e16k4,5,27,55886
31,FLEX,mixtral-8x7b-e16k4,5,28,48923
31,FLEX,mixtral-8x7b-e16k4,5,29,52682
0,FLEX,mixtral-8x7b-e16k4,6,0,71700
0,FLEX,mixtral-8x7b-e16k4,6,1,65360
0,FLEX,mixtral-8x7b-e16k4,6,2,54405
0,FLEX,mixtral-8x7b-e16k4,6,3,38314
0,FLEX,mixtral-8x7b-e16k4,6,4,47807
0,FLEX,mixtral-8x7b-e16k4,6,5,35126
0,FLEX,mixtral-8x7b-e16k4,6,6,53290
0,FLEX,mixtral-8x7b-e16k4,6,7,50554
0,FLEX,mixtral-8x7b-e16k4,6,8,51224
0,FLEX,mixtral-8x7b-e16k4,6,9,66346
0,FLEX,mixtral-8x7b-e16k4,6,10,60797
0,FLEX,mixtral-8x7b-e16k4,6,11,32859
0,FLEX,mixtral-8x7b-e16k4,6,12,51019
0,FLEX,mixtral-8x7b-e16k4,6,13,54881
0,FLEX,mixtral-8x7b-e16k4,6,14,55482
0,FLEX,mixtral-8x7b-e16k4,6,15,85274
0,FLEX,mixtral-8x7b-e16k4,6,16,66913
0,FLEX,mixtral-8x7b-e16k4,6,17,67650
0,FLEX,mixtral-8x7b-e16k4,6,18,42361
0,FLEX,mixtral-8x7b-e16k4,6,19,54960
0,FLEX,mixtral-8x7b-e16k4,6,20,47979
0,FLEX,mixtral-8x7b-e16k4,6,21,48156
0,FLEX,mixtral-8x7b-e16k4,6,22,45163
0,FLEX,mixtral-8x7b-e16k4,6,23,41855
0,FLEX,mixtral-8x7b-e16k4,6,24,50403
0,FLEX,mixtral-8x7b-e16k4,6,25,44568
0,FLEX,mixtral-8x7b-e16k4,6,26,45346
0,FLEX,mixtral-8x7b-e16k4,6,27,46660
0,FLEX,mixtral-8x7b-e16k4,6,28,52689
0,FLEX,mixtral-8x7b-e16k4,6,29,55665
1,FLEX,mixtral-8x7b-e16k4,6,0,24949
1,FLEX,mixtral-8x7b-e16k4,6,1,32477
1,FLEX,mixtral-8x7b-e16k4,6,2,46448
1,FLEX,mixtral-8x7b-e16k4,6,3,51249
1,FLEX,mixtral-8x7b-e16k4,6,4,57951
1,FLEX,mixtral-8x7b-e16k4,6,5,46223
1,FLEX,mixtral-8x7b-e16k4,6,6,58910
1,FLEX,mixtral-8x7b-e16k4,6,7,49825
1,FLEX,mixtral-8x7b-e16k4,6,8,30810
1,FLEX,mixtral-8x7b-e16k4,6,9,46788
1,FLEX,mixtral-8x7b-e16k4,6,10,21313
1,FLEX,mixtral-8x7b-e16k4,6,11,36502
1,FLEX,mixtral-8x7b-e16k4,6,12,25560
1,FLEX,mixtral-8x7b-e16k4,6,13,36074
1,FLEX,mixtral-8x7b-e16k4,6,14,24720
1,FLEX,mixtral-8x7b-e16k4,6,15,15702
1,FLEX,mixtral-8x7b-e16k4,6,16,31107
1,FLEX,mixtral-8x7b-e16k4,6,17,29810
1,FLEX,mixtral-8x7b-e16k4,6,18,17114
1,FLEX,mixtral-8x7b-e16k4,6,19,50527
1,FLEX,mixtral-8x7b-e16k4,6,20,45712
1,FLEX,mixtral-8x7b-e16k4,6,21,61272
1,FLEX,mixtral-8x7b-e16k4,6,22,61945
1,FLEX,mixtral-8x7b-e16k4,6,23,67393
1,FLEX,mixtral-8x7b-e16k4,6,24,55619
1,FLEX,mixtral-8x7b-e16k4,6,25,55673
1,FLEX,mixtral-8x7b-e16k4,6,26,56549
1,FLEX,mixtral-8x7b-e16k4,6,27,54310
1,FLEX,mixtral-8x7b-e16k4,6,28,54002
1,FLEX,mixtral-8x7b-e16k4,6,29,56464
2,FLEX,mixtral-8x7b-e16k4,6,0,66098
2,FLEX,mixtral-8x7b-e16k4,6,1,75446
2,FLEX,mixtral-8x7b-e16k4,6,2,84381
2,FLEX,mixtral-8x7b-e16k4,6,3,81957
2,FLEX,mixtral-8x7b-e16k4,6,4,87279
2,FLEX,mixtral-8x7b-e16k4,6,5,83710
2,FLEX,mixtral-8x7b-e16k4,6,6,72432
2,FLEX,mixtral-8x7b-e16k4,6,7,86210
2,FLEX,mixtral-8x7b-e16k4,6,8,81191
2,FLEX,mixtral-8x7b-e16k4,6,9,64745
2,FLEX,mixtral-8x7b-e16k4,6,10,75609
2,FLEX,mixtral-8x7b-e16k4,6,11,99069
2,FLEX,mixtral-8x7b-e16k4,6,12,74335
2,FLEX,mixtral-8x7b-e16k4,6,13,61552
2,FLEX,mixtral-8x7b-e16k4,6,14,63705
2,FLEX,mixtral-8x7b-e16k4,6,15,90710
2,FLEX,mixtral-8x7b-e16k4,6,16,87830
2,FLEX,mixtral-8x7b-e16k4,6,17,80179
2,FLEX,mixtral-8x7b-e16k4,6,18,91254
2,FLEX,mixtral-8x7b-e16k4,6,19,82043
2,FLEX,mixtral-8x7b-e16k4,6,20,87254
2,FLEX,mixtral-8x7b-e16k4,6,21,76076
2,FLEX,mixtral-8x7b-e16k4,6,22,76798
2,FLEX,mixtral-8x7b-e16k4,6,23,77555
2,FLEX,mixtral-8x7b-e16k4,6,24,76698
2,FLEX,mixtral-8x7b-e16k4,6,25,77618
2,FLEX,mixtral-8x7b-e16k4,6,26,77587
2,FLEX,mixtral-8x7b-e16k4,6,27,78039
2,FLEX,mixtral-8x7b-e16k4,6,28,78130
2,FLEX,mixtral-8x7b-e16k4,6,29,78247
3,FLEX,mixtral-8x7b-e16k4,6,0,99425
3,FLEX,mixtral-8x7b-e16k4,6,1,79125
3,FLEX,mixtral-8x7b-e16k4,6,2,80174
3,FLEX,mixtral-8x7b-e16k4,6,3,81524
3,FLEX,mixtral-8x7b-e16k4,6,4,72087
3,FLEX,mixtral-8x7b-e16k4,6,5,80002
3,FLEX,mixtral-8x7b-e16k4,6,6,79755
3,FLEX,mixtral-8x7b-e16k4,6,7,90656
3,FLEX,mixtral-8x7b-e16k4,6,8,99467
3,FLEX,mixtral-8x7b-e16k4,6,9,86297
3,FLEX,mixtral-8x7b-e16k4,6,10,111138
3,FLEX,mixtral-8x7b-e16k4,6,11,99497
3,FLEX,mixtral-8x7b-e16k4,6,12,111607
3,FLEX,mixtral-8x7b-e16k4,6,13,97584
3,FLEX,mixtral-8x7b-e16k4,6,14,105045
3,FLEX,mixtral-8x7b-e16k4,6,15,86448
3,FLEX,mixtral-8x7b-e16k4,6,16,86343
3,FLEX,mixtral-8x7b-e16k4,6,17,86984
3,FLEX,mixtral-8x7b-e16k4,6,18,86855
3,FLEX,mixtral-8x7b-e16k4,6,19,86799
3,FLEX,mixtral-8x7b-e16k4,6,20,87078
3,FLEX,mixtral-8x7b-e16k4,6,21,86984
3,FLEX,mixtral-8x7b-e16k4,6,22,86862
3,FLEX,mixtral-8x7b-e16k4,6,23,87161
3,FLEX,mixtral-8x7b-e16k4,6,24,87255
3,FLEX,mixtral-8x7b-e16k4,6,25,87192
3,FLEX,mixtral-8x7b-e16k4,6,26,87113
3,FLEX,mixtral-8x7b-e16k4,6,27,87175
3,FLEX,mixtral-8x7b-e16k4,6,28,87277
3,FLEX,mixtral-8x7b-e16k4,6,29,87090
4,FLEX,mixtral-8x7b-e16k4,6,0,71692
4,FLEX,mixtral-8x7b-e16k4,6,1,59307
4,FLEX,mixtral-8x7b-e16k4,6,2,56903
4,FLEX,mixtral-8x7b-e16k4,6,3,70470
4,FLEX,mixtral-8x7b-e16k4,6,4,60040
4,FLEX,mixtral-8x7b-e16k4,6,5,81380
4,FLEX,mixtral-8x7b-e16k4,6,6,66359
4,FLEX,mixtral-8x7b-e16k4,6,7,43169
4,FLEX,mixtral-8x7b-e16k4,6,8,53349
4,FLEX,mixtral-8x7b-e16k4,6,9,70882
4,FLEX,mixtral-8x7b-e16k4,6,10,46653
4,FLEX,mixtral-8x7b-e16k4,6,11,57148
4,FLEX,mixtral-8x7b-e16k4,6,12,56670
4,FLEX,mixtral-8x7b-e16k4,6,13,66943
4,FLEX,mixtral-8x7b-e16k4,6,14,66042
4,FLEX,mixtral-8x7b-e16k4,6,15,68573
4,FLEX,mixtral-8x7b-e16k4,6,16,49909
4,FLEX,mixtral-8x7b-e16k4,6,17,44702
4,FLEX,mixtral-8x7b-e16k4,6,18,29084
4,FLEX,mixtral-8x7b-e16k4,6,19,41294
4,FLEX,mixtral-8x7b-e16k4,6,20,42092
4,FLEX,mixtral-8x7b-e16k4,6,21,38931
4,FLEX,mixtral-8x7b-e16k4,6,22,38996
4,FLEX,mixtral-8x7b-e16k4,6,23,34370
4,FLEX,mixtral-8x7b-e16k4,6,24,48640
4,FLEX,mixtral-8x7b-e16k4,6,25,45428
4,FLEX,mixtral-8x7b-e16k4,6,26,58174
4,FLEX,mixtral-8x7b-e16k4,6,27,47913
4,FLEX,mixtral-8x7b-e16k4,6,28,59557
4,FLEX,mixtral-8x7b-e16k4,6,29,57821
5,FLEX,mixtral-8x7b-e16k4,6,0,24937
5,FLEX,mixtral-8x7b-e16k4,6,1,67610
5,FLEX,mixtral-8x7b-e16k4,6,2,50261
5,FLEX,mixtral-8x7b-e16k4,6,3,47740
5,FLEX,mixtral-8x7b-e16k4,6,4,51704
5,FLEX,mixtral-8x7b-e16k4,6,5,38769
5,FLEX,mixtral-8x7b-e16k4,6,6,52769
5,FLEX,mixtral-8x7b-e16k4,6,7,49287
5,FLEX,mixtral-8x7b-e16k4,6,8,44499
5,FLEX,mixtral-8x7b-e16k4,6,9,51960
5,FLEX,mixtral-8x7b-e16k4,6,10,37502
5,FLEX,mixtral-8x7b-e16k4,6,11,28808
5,FLEX,mixtral-8x7b-e16k4,6,12,34442
5,FLEX,mixtral-8x7b-e16k4,6,13,44513
5,FLEX,mixtral-8x7b-e16k4,6,14,43428
5,FLEX,mixtral-8x7b-e16k4,6,15,54161
5,FLEX,mixtral-8x7b-e16k4,6,16,45290
5,FLEX,mixtral-8x7b-e16k4,6,17,50260
5,FLEX,mixtral-8x7b-e16k4,6,18,49649
5,FLEX,mixtral-8x7b-e16k4,6,19,47444
5,FLEX,mixtral-8x7b-e16k4,6,20,52060
5,FLEX,mixtral-8x7b-e16k4,6,21,35899
5,FLEX,mixtral-8x7b-e16k4,6,22,39010
5,FLEX,mixtral-8x7b-e16k4,6,23,32744
5,FLEX,mixtral-8x7b-e16k4,6,24,28876
5,FLEX,mixtral-8x7b-e16k4,6,25,29490
5,FLEX,mixtral-8x7b-e16k4,6,26,19446
5,FLEX,mixtral-8x7b-e16k4,6,27,27891
5,FLEX,mixtral-8x7b-e16k4,6,28,13027
5,FLEX,mixtral-8x7b-e16k4,6,29,8628
6,FLEX,mixtral-8x7b-e16k4,6,0,66082
6,FLEX,mixtral-8x7b-e16k4,6,1,75438
6,FLEX,mixtral-8x7b-e16k4,6,2,84366
6,FLEX,mixtral-8x7b-e16k4,6,3,81945
6,FLEX,mixtral-8x7b-e16k4,6,4,87265
6,FLEX,mixtral-8x7b-e16k4,6,5,83696
6,FLEX,mixtral-8x7b-e16k4,6,6,72416
6,FLEX,mixtral-8x7b-e16k4,6,7,86195
6,FLEX,mixtral-8x7b-e16k4,6,8,81175
6,FLEX,mixtral-8x7b-e16k4,6,9,64734
6,FLEX,mixtral-8x7b-e16k4,6,10,90174
6,FLEX,mixtral-8x7b-e16k4,6,11,102879
6,FLEX,mixtral-8x7b-e16k4,6,12,88271
6,FLEX,mixtral-8x7b-e16k4,6,13,79616
6,FLEX,mixtral-8x7b-e16k4,6,14,80503
6,FLEX,mixtral-8x7b-e16k4,6,15,51267
6,FLEX,mixtral-8x7b-e16k4,6,16,67735
6,FLEX,mixtral-8x7b-e16k4,6,17,69052
6,FLEX,mixtral-8x7b-e16k4,6,18,79469
6,FLEX,mixtral-8x7b-e16k4,6,19,62536
6,FLEX,mixtral-8x7b-e16k4,6,20,66898
6,FLEX,mixtral-8x7b-e16k4,6,21,68498
6,FLEX,mixtral-8x7b-e16k4,6,22,70335
6,FLEX,mixtral-8x7b-e16k4,6,23,74370
6,FLEX,mixtral-8x7b-e16k4,6,24,84901
6,FLEX,mixtral-8x7b-e16k4,6,25,87474
6,FLEX,mixtral-8x7b-e16k4,6,26,92489
6,FLEX,mixtral-8x7b-e16k4,6,27,94750
6,FLEX,mixtral-8x7b-e16k4,6,28,94022
6,FLEX,mixtral-8x7b-e16k4,6,29,97920
7,FLEX,mixtral-8x7b-e16k4,6,0,99405
7,FLEX,mixtral-8x7b-e16k4,6,1,69525
7,FLEX,mixtral-8x7b-e16k4,6,2,67350
7,FLEX,mixtral-8x7b-e16k4,6,3,71089
7,FLEX,mixtral-8x7b-e16k4,6,4,60155
7,FLEX,mixtral-8x7b-e16k4,6,5,75382
7,FLEX,mixtral-8x7b-e16k4,6,6,68357
7,FLEX,mixtral-8x7b-e16k4,6,7,68392
7,FLEX,mixtral-8x7b-e16k4,6,8,82573
7,FLEX,mixtral-8x7b-e16k4,6,9,72536
7,FLEX,mixtral-8x7b-e16k4,6,10,81102
7,FLEX,mixtral-8x7b-e16k4,6,11,67526
7,FLEX,mixtral-8x7b-e16k4,6,12,82384
