iter,method,aux_loss,loss,time
1984,megatron,0.01,4.626431,10479.1
1985,megatron,0.01,4.614748,12796.3
1986,megatron,0.01,4.653358,11650.3
1987,megatron,0.01,4.629318,11499.1
1988,megatron,0.01,4.660304,11592.2
1989,megatron,0.01,4.631921,10096.3
1990,megatron,0.01,4.616797,10859.8
1991,megatron,0.01,4.631557,11627.9
1992,megatron,0.01,4.627489,12571.8
1993,megatron,0.01,4.627826,14309.4
1994,megatron,0.01,4.625679,11099.9
1995,megatron,0.01,4.617677,12335.0
1996,megatron,0.01,4.635419,10774.3
1997,megatron,0.01,4.635351,11289.9
1998,megatron,0.01,4.639668,11992.3
1999,megatron,0.01,4.632546,11736.5
2000,megatron,0.01,4.624781,12612.8
2001,megatron,0.01,4.623492,11022.0
2002,megatron,0.01,4.62694,11257.7
2003,megatron,0.01,4.624137,11046.7
2004,megatron,0.01,4.620215,11558.1
2005,megatron,0.01,4.629273,10850.5
2006,megatron,0.01,4.615461,10873.1
2007,megatron,0.01,4.635224,10643.9
2008,megatron,0.01,4.606659,11952.0
2009,megatron,0.01,4.618926,12633.7
2010,megatron,0.01,4.615485,11059.7
2011,megatron,0.01,4.60991,10676.4
2012,megatron,0.01,4.638366,11821.9
2013,megatron,0.01,4.631164,14636.3
2014,megatron,0.01,4.633565,13230.5
2015,megatron,0.01,4.634246,11967.6
2016,megatron,0.01,4.631629,12275.0
2017,megatron,0.01,4.630455,11956.2
2018,megatron,0.01,4.649318,12514.6
2019,megatron,0.01,4.649247,11299.0
2020,megatron,0.01,4.593368,11516.1
2021,megatron,0.01,4.61468,10980.7
2022,megatron,0.01,4.614042,12436.6
2023,megatron,0.01,4.621729,11511.8
2024,megatron,0.01,4.608115,11954.4
2025,megatron,0.01,4.604515,11803.8
2026,megatron,0.01,4.625391,12369.0
2027,megatron,0.01,4.613143,11811.2
2028,megatron,0.01,4.616528,10230.6
2029,megatron,0.01,4.636289,11208.7
2030,megatron,0.01,4.625099,12862.0
2031,megatron,0.01,4.63474,11490.7
2032,megatron,0.01,4.616162,11466.2
2033,megatron,0.01,4.622962,12617.1
2034,megatron,0.01,4.618451,10870.1
2035,megatron,0.01,4.600728,11400.2
2036,megatron,0.01,4.631516,13131.0
2037,megatron,0.01,4.612831,11202.5
2038,megatron,0.01,4.608556,12639.0
2039,megatron,0.01,4.625882,10902.5
2040,megatron,0.01,4.619554,11135.8
2041,megatron,0.01,4.616995,12082.8
2042,megatron,0.01,4.622447,11876.1
2043,megatron,0.01,4.623013,10981.9
2044,megatron,0.01,4.646404,11848.9
2045,megatron,0.01,4.622222,10773.7
2046,megatron,0.01,4.628913,11091.8
2047,megatron,0.01,4.61486,12134.0
2048,megatron,0.01,4.609854,10840.9
2049,megatron,0.01,4.611305,11593.8
2050,megatron,0.01,4.612609,12150.6
2051,megatron,0.01,4.620705,11426.0
2052,megatron,0.01,4.620078,11259.2
2053,megatron,0.01,4.632833,12409.5
2054,megatron,0.01,4.600909,11227.8
2055,megatron,0.01,4.612111,11126.0
2056,megatron,0.01,4.618775,10665.7
2057,megatron,0.01,4.624633,11209.8
2058,megatron,0.01,4.606967,11276.6
2059,megatron,0.01,4.615478,11721.9
2060,megatron,0.01,4.624897,10639.1
2061,megatron,0.01,4.610532,12548.2
2062,megatron,0.01,4.622203,12234.6
2063,megatron,0.01,4.60354,12150.7
2064,megatron,0.01,4.621255,11222.8
2065,megatron,0.01,4.619397,12506.3
2066,megatron,0.01,4.632252,10875.1
2067,megatron,0.01,4.617727,11200.3
2068,megatron,0.01,4.594762,11524.7
2069,megatron,0.01,4.602255,11139.2
2070,megatron,0.01,4.61636,10950.9
2071,megatron,0.01,4.649105,11680.9
2072,megatron,0.01,4.608797,11676.0
2073,megatron,0.01,4.589899,11338.3
2074,megatron,0.01,4.609091,11219.6
2075,megatron,0.01,4.619026,12049.6
2076,megatron,0.01,4.616948,11028.8
2077,megatron,0.01,4.618074,11460.6
2078,megatron,0.01,4.591208,11409.9
2079,megatron,0.01,4.607619,11427.7
2080,megatron,0.01,4.632334,10974.4
2081,megatron,0.01,4.617808,11594.0
2082,megatron,0.01,4.625488,11670.0
2083,megatron,0.01,4.591124,10997.6
2084,megatron,0.01,4.599758,11379.8
2085,megatron,0.01,4.589498,11076.9
2086,megatron,0.01,4.624615,11319.3
2087,megatron,0.01,4.624306,11948.9
2088,megatron,0.01,4.613225,12757.5
2089,megatron,0.01,4.604569,11370.1
2090,megatron,0.01,4.609626,12485.1
2091,megatron,0.01,4.602996,11079.7
2092,megatron,0.01,4.619702,13465.9
2093,megatron,0.01,4.622531,12161.2
2094,megatron,0.01,4.614068,11581.3
2095,megatron,0.01,4.599028,14468.2
2096,megatron,0.01,4.616511,12072.0
2097,megatron,0.01,4.620109,11027.0
2098,megatron,0.01,4.621078,13216.5
2099,megatron,0.01,4.622541,11656.5
2100,megatron,0.01,4.607125,12157.4
2101,megatron,0.01,4.602223,12271.6
2102,megatron,0.01,4.607617,12571.1
2103,megatron,0.01,4.615214,10663.5
2104,megatron,0.01,4.600336,13548.4
2105,megatron,0.01,4.64364,10743.0
2106,megatron,0.01,4.596455,12677.7
2107,megatron,0.01,4.601874,12659.2
2108,megatron,0.01,4.609496,11760.4
2109,megatron,0.01,4.602566,12784.3
2110,megatron,0.01,4.600563,13068.9
2111,megatron,0.01,4.623816,11719.2
2112,megatron,0.01,4.613468,11869.0
2113,megatron,0.01,4.614762,13724.1
2114,megatron,0.01,4.612382,11691.5
2115,megatron,0.01,4.589653,12904.3
2116,megatron,0.01,4.587347,12240.5
2117,megatron,0.01,4.602084,12415.0
2118,megatron,0.01,4.621523,11262.1
2119,megatron,0.01,4.588773,11876.4
2120,megatron,0.01,4.611864,12172.8
2121,megatron,0.01,4.618349,11183.9
2122,megatron,0.01,4.601824,12650.1
2123,megatron,0.01,4.612645,11074.5
2124,megatron,0.01,4.618647,12822.3
2125,megatron,0.01,4.571955,12089.4
2126,megatron,0.01,4.618928,11355.3
2127,megatron,0.01,4.599254,11343.3
2128,megatron,0.01,4.59843,11602.1
2129,megatron,0.01,4.614303,11783.6
2130,megatron,0.01,4.596269,12964.3
2131,megatron,0.01,4.605385,12573.0
2132,megatron,0.01,4.607764,11535.3
2133,megatron,0.01,4.589706,10940.6
2134,megatron,0.01,4.596382,11575.1
2135,megatron,0.01,4.586806,11912.5
2136,megatron,0.01,4.59959,11239.6
2137,megatron,0.01,4.593479,12903.0
2138,megatron,0.01,4.593597,12568.7
2139,megatron,0.01,4.608469,12479.4
2140,megatron,0.01,4.596148,12361.5
2141,megatron,0.01,4.596957,13183.6
2142,megatron,0.01,4.60572,10837.4
2143,megatron,0.01,4.598381,11227.5
2144,megatron,0.01,4.592425,11374.4
2145,megatron,0.01,4.571398,12400.7
2146,megatron,0.01,4.606932,10556.8
2147,megatron,0.01,4.606254,11498.4
2148,megatron,0.01,4.588321,12127.7
2149,megatron,0.01,4.582938,11259.5
2150,megatron,0.01,4.613123,10862.2
2151,megatron,0.01,4.61965,11688.6
2152,megatron,0.01,4.604834,11153.3
2153,megatron,0.01,4.58547,12197.7
2154,megatron,0.01,4.600772,11940.4
2155,megatron,0.01,4.591414,11470.8
2156,megatron,0.01,4.589255,12089.2
2157,megatron,0.01,4.605083,11469.9
2158,megatron,0.01,4.614513,13317.6
2159,megatron,0.01,4.611559,11596.8
2160,megatron,0.01,4.59616,12041.4
2161,megatron,0.01,4.578644,12024.5
2162,megatron,0.01,4.59516,11641.1
2163,megatron,0.01,4.562387,11236.3
2164,megatron,0.01,4.602175,11320.9
2165,megatron,0.01,4.597772,11025.4
2166,megatron,0.01,4.59109,11784.4
2167,megatron,0.01,4.581935,12305.9
2168,megatron,0.01,4.617105,13286.1
2169,megatron,0.01,4.594839,11241.9
2170,megatron,0.01,4.609289,11285.8
2171,megatron,0.01,4.594481,12808.0
2172,megatron,0.01,4.606612,11321.6
2173,megatron,0.01,4.594103,11582.3
2174,megatron,0.01,4.60097,11745.6
2175,megatron,0.01,4.580712,12273.8
2176,megatron,0.01,4.605453,11295.4
2177,megatron,0.01,4.603038,11647.4
2178,megatron,0.01,4.583088,12845.7
2179,megatron,0.01,4.563444,11888.8
2180,megatron,0.01,4.60306,12681.8
2181,megatron,0.01,4.603542,12006.7
2182,megatron,0.01,4.579989,11340.4
2183,megatron,0.01,4.593865,10152.3
2184,megatron,0.01,4.614011,12643.6
2185,megatron,0.01,4.592229,12669.4
2186,megatron,0.01,4.583523,11461.1
2187,megatron,0.01,4.619385,11522.2
2188,megatron,0.01,4.610312,10327.4
2189,megatron,0.01,4.596855,14923.8
2190,megatron,0.01,4.60654,13056.7
2191,megatron,0.01,4.602616,12213.4
2192,megatron,0.01,4.5788,11891.6
2193,megatron,0.01,4.589444,11568.5
2194,megatron,0.01,4.597241,11498.0
2195,megatron,0.01,4.604405,11930.6
2196,megatron,0.01,4.592894,11401.4
2197,megatron,0.01,4.60063,12292.4
2198,megatron,0.01,4.595098,11656.0
2199,megatron,0.01,4.589778,12053.3
2200,megatron,0.01,4.584171,11262.4
2201,megatron,0.01,4.569145,13002.8
2202,megatron,0.01,4.621149,12400.0
2203,megatron,0.01,4.597158,11706.4
2204,megatron,0.01,4.579571,14423.5
2205,megatron,0.01,4.584067,12387.6
2206,megatron,0.01,4.583107,12047.9
2207,megatron,0.01,4.58571,13427.9
2208,megatron,0.01,4.592745,11084.1
2209,megatron,0.01,4.60596,10756.8
2210,megatron,0.01,4.607911,11305.9
2211,megatron,0.01,4.574296,12023.5
2212,megatron,0.01,4.577482,12258.1
2213,megatron,0.01,4.573337,12140.9
2214,megatron,0.01,4.579298,12019.1
2215,megatron,0.01,4.589756,12350.9
2216,megatron,0.01,4.590701,12495.4
2217,megatron,0.01,4.592684,11930.2
2218,megatron,0.01,4.584945,12266.5
2219,megatron,0.01,4.587188,11039.5
2220,megatron,0.01,4.596211,12316.4
2221,megatron,0.01,4.602805,12719.3
2222,megatron,0.01,4.60677,10619.8
2223,megatron,0.01,4.591646,11754.1
2224,megatron,0.01,4.580224,12282.6
2225,megatron,0.01,4.587648,11557.9
2226,megatron,0.01,4.602525,11337.0
2227,megatron,0.01,4.580389,11281.8
2228,megatron,0.01,4.578393,11349.6
2229,megatron,0.01,4.578843,11183.3
2230,megatron,0.01,4.567553,10390.8
2231,megatron,0.01,4.562968,11973.9
2232,megatron,0.01,4.58567,13409.3
2233,megatron,0.01,4.582865,11955.0
2234,megatron,0.01,4.595478,11267.1
2235,megatron,0.01,4.567609,12722.9
2236,megatron,0.01,4.602958,11246.8
2237,megatron,0.01,4.588504,11156.7
2238,megatron,0.01,4.5833,11299.9
2239,megatron,0.01,4.570173,11698.9
2240,megatron,0.01,4.586943,11202.6
2241,megatron,0.01,4.585608,11225.3
2242,megatron,0.01,4.552132,11000.1
2243,megatron,0.01,4.588552,11579.0
2244,megatron,0.01,4.57913,11267.0
2245,megatron,0.01,4.579163,12540.6
2246,megatron,0.01,4.583824,11654.7
2247,megatron,0.01,4.56608,11903.9
2248,megatron,0.01,4.572502,11151.6
2249,megatron,0.01,4.573695,10811.3
2250,megatron,0.01,4.571644,10858.9
2251,megatron,0.01,4.562041,12360.1
2252,megatron,0.01,4.595921,11757.7
2253,megatron,0.01,4.578339,11225.4
2254,megatron,0.01,4.57714,11255.8
2255,megatron,0.01,4.581348,10806.2
2256,megatron,0.01,4.590241,12026.5
2257,megatron,0.01,4.587195,11272.3
2258,megatron,0.01,4.593589,11666.7
2259,megatron,0.01,4.594844,13040.6
2260,megatron,0.01,4.569009,11888.4
2261,megatron,0.01,4.580161,13181.5
2262,megatron,0.01,4.571162,12591.1
2263,megatron,0.01,4.590301,12358.9
2264,megatron,0.01,4.576342,12120.4
2265,megatron,0.01,4.58982,13597.9
2266,megatron,0.01,4.587243,12909.6
2267,megatron,0.01,4.574176,13028.1
2268,megatron,0.01,4.578593,11520.1
2269,megatron,0.01,4.560328,11885.7
2270,megatron,0.01,4.596457,12235.2
2271,megatron,0.01,4.575177,11450.5
2272,megatron,0.01,4.592537,11608.2
2273,megatron,0.01,4.572599,10826.6
2274,megatron,0.01,4.610637,11231.7
2275,megatron,0.01,4.573172,11687.0
2276,megatron,0.01,4.569397,11619.0
2277,megatron,0.01,4.579493,11802.8
2278,megatron,0.01,4.5794,11452.4
2279,megatron,0.01,4.56817,11259.5
2280,megatron,0.01,4.563216,10151.1
2281,megatron,0.01,4.572926,12234.4
2282,megatron,0.01,4.579818,11889.3
2283,megatron,0.01,4.596783,11567.5
2284,megatron,0.01,4.582014,10513.0
2285,megatron,0.01,4.570487,11922.6
2286,megatron,0.01,4.556239,12935.8
2287,megatron,0.01,4.592861,12440.0
2288,megatron,0.01,4.545209,11382.0
2289,megatron,0.01,4.532544,11933.5
2290,megatron,0.01,4.582833,11042.0
2291,megatron,0.01,4.586699,10698.4
2292,megatron,0.01,4.574904,12208.7
2293,megatron,0.01,4.578506,12412.4
2294,megatron,0.01,4.558342,11656.4
2295,megatron,0.01,4.590497,12726.1
2296,megatron,0.01,4.579079,12229.4
2297,megatron,0.01,4.559739,11978.8
2298,megatron,0.01,4.56542,13308.2
2299,megatron,0.01,4.582403,11623.1
2300,megatron,0.01,4.577445,13098.7
2301,megatron,0.01,4.580781,11913.8
2302,megatron,0.01,4.577845,11009.1
2303,megatron,0.01,4.559405,12238.2
2304,megatron,0.01,4.584838,11759.7
2305,megatron,0.01,4.581961,12173.3
2306,megatron,0.01,4.559247,11429.0
2307,megatron,0.01,4.562059,11980.0
2308,megatron,0.01,4.559115,11424.9
2309,megatron,0.01,4.554447,12081.1
2310,megatron,0.01,4.5653,10936.3
2311,megatron,0.01,4.577838,11459.8
2312,megatron,0.01,4.580534,12399.2
2313,megatron,0.01,4.568781,10929.6
2314,megatron,0.01,4.576458,11344.7
2315,megatron,0.01,4.589036,11343.7
2316,megatron,0.01,4.587518,11753.6
2317,megatron,0.01,4.528998,12306.4
2318,megatron,0.01,4.568906,12657.8
2319,megatron,0.01,4.568588,12861.2
2320,megatron,0.01,4.573777,11452.2
2321,megatron,0.01,4.551314,12338.4
2322,megatron,0.01,4.561999,11182.4
2323,megatron,0.01,4.563748,10269.9
2324,megatron,0.01,4.553083,11846.9
2325,megatron,0.01,4.557075,12996.0
2326,megatron,0.01,4.552141,11660.8
2327,megatron,0.01,4.574076,10904.7
2328,megatron,0.01,4.562674,12492.7
2329,megatron,0.01,4.569126,12382.6
2330,megatron,0.01,4.570861,12705.3
2331,megatron,0.01,4.575191,12588.9
2332,megatron,0.01,4.538232,11293.4
2333,megatron,0.01,4.571123,10796.0
2334,megatron,0.01,4.552928,12305.3
2335,megatron,0.01,4.573466,13052.5
2336,megatron,0.01,4.582249,11859.3
2337,megatron,0.01,4.57697,13090.2
2338,megatron,0.01,4.593482,11472.7
2339,megatron,0.01,4.590897,12541.1
2340,megatron,0.01,4.561239,12339.3
2341,megatron,0.01,4.556414,11450.0
2342,megatron,0.01,4.562549,11683.3
2343,megatron,0.01,4.579233,10758.8
2344,megatron,0.01,4.567182,12278.9
2345,megatron,0.01,4.562401,11837.3
2346,megatron,0.01,4.546357,11291.1
2347,megatron,0.01,4.579399,11546.7
2348,megatron,0.01,4.565382,12106.5
2349,megatron,0.01,4.57006,12105.2
2350,megatron,0.01,4.56644,12616.5
2351,megatron,0.01,4.558668,11607.9
2352,megatron,0.01,4.551504,11716.6
2353,megatron,0.01,4.566607,12720.6
2354,megatron,0.01,4.564638,12346.6
2355,megatron,0.01,4.571495,11040.3
2356,megatron,0.01,4.552005,12461.7
2357,megatron,0.01,4.560871,11093.2
2358,megatron,0.01,4.571543,13163.1
2359,megatron,0.01,4.574784,12306.8
2360,megatron,0.01,4.569194,12478.8
2361,megatron,0.01,4.560692,10935.4
2362,megatron,0.01,4.546387,10311.7
2363,megatron,0.01,4.585248,10422.0
2364,megatron,0.01,4.560164,11844.6
2365,megatron,0.01,4.538855,10557.7
2366,megatron,0.01,4.576101,10669.9
2367,megatron,0.01,4.554564,11448.7
2368,megatron,0.01,4.568355,10617.3
2369,megatron,0.01,4.544621,11905.4
2370,megatron,0.01,4.564888,11058.0
2371,megatron,0.01,4.569299,11826.8
2372,megatron,0.01,4.577766,11497.8
2373,megatron,0.01,4.545248,11292.4
2374,megatron,0.01,4.55617,10890.7
2375,megatron,0.01,4.561698,10924.8
2376,megatron,0.01,4.561627,10613.4
2377,megatron,0.01,4.553715,10423.1
2378,megatron,0.01,4.560737,11321.5
2379,megatron,0.01,4.561185,11801.7
2380,megatron,0.01,4.564436,12220.0
2381,megatron,0.01,4.565396,11437.0
2382,megatron,0.01,4.553478,12629.1
2383,megatron,0.01,4.579033,13341.3
2384,megatron,0.01,4.561632,14089.7
2385,megatron,0.01,4.574071,11483.6
2386,megatron,0.01,4.549595,11537.5
2387,megatron,0.01,4.576031,11828.6
2388,megatron,0.01,4.565357,12210.7
2389,megatron,0.01,4.573015,12922.0
2390,megatron,0.01,4.567089,10833.8
2391,megatron,0.01,4.543657,12111.3
2392,megatron,0.01,4.557019,11577.7
2393,megatron,0.01,4.557035,11292.2
2394,megatron,0.01,4.557744,12761.1
2395,megatron,0.01,4.537808,11119.4
2396,megatron,0.01,4.559035,12245.4
2397,megatron,0.01,4.551009,11199.3
2398,megatron,0.01,4.556602,11945.1
2399,megatron,0.01,4.576785,11877.8
2400,megatron,0.01,4.569629,11644.1
2401,megatron,0.01,4.552986,12048.7
2402,megatron,0.01,4.553907,11440.9
2403,megatron,0.01,4.575324,11248.8
2404,megatron,0.01,4.546393,12049.7
2405,megatron,0.01,4.557333,10110.0
2406,megatron,0.01,4.535165,11797.0
2407,megatron,0.01,4.5491,12076.1
2408,megatron,0.01,4.550407,11612.5
2409,megatron,0.01,4.552996,11622.6
2410,megatron,0.01,4.539564,11304.3
2411,megatron,0.01,4.542111,10574.0
2412,megatron,0.01,4.546929,11122.5
2413,megatron,0.01,4.571681,10551.9
2414,megatron,0.01,4.550335,11239.3
2415,megatron,0.01,4.551708,11153.1
2416,megatron,0.01,4.560517,12237.2
2417,megatron,0.01,4.561725,11903.8
2418,megatron,0.01,4.529299,12228.5
2419,megatron,0.01,4.537761,12768.9
2420,megatron,0.01,4.553002,12554.5
2421,megatron,0.01,4.546531,11720.3
2422,megatron,0.01,4.533994,11186.4
2423,megatron,0.01,4.562494,11096.7
2424,megatron,0.01,4.557426,11789.8
2425,megatron,0.01,4.559059,11034.0
2426,megatron,0.01,4.552533,11404.5
2427,megatron,0.01,4.550491,10507.1
2428,megatron,0.01,4.562242,10303.3
2429,megatron,0.01,4.563732,12203.0
2430,megatron,0.01,4.559042,11681.0
2431,megatron,0.01,4.553874,11897.7
2432,megatron,0.01,4.5389,11113.8
2433,megatron,0.01,4.527031,10517.0
2434,megatron,0.01,4.542483,10894.2
2435,megatron,0.01,4.583727,12172.4
2436,megatron,0.01,4.564289,11525.4
2437,megatron,0.01,4.576302,11185.5
2438,megatron,0.01,4.548261,12607.2
2439,megatron,0.01,4.566682,11748.8
2440,megatron,0.01,4.552792,11042.9
2441,megatron,0.01,4.570459,11043.3
2442,megatron,0.01,4.556615,11469.1
2443,megatron,0.01,4.549265,11649.1
2444,megatron,0.01,4.551854,10735.2
2445,megatron,0.01,4.564715,11277.0
2446,megatron,0.01,4.550238,11534.4
2447,megatron,0.01,4.557764,11484.6
2448,megatron,0.01,4.544029,12022.2
2449,megatron,0.01,4.551444,12347.1
2450,megatron,0.01,4.542738,11428.4
2451,megatron,0.01,4.562353,10714.0
2452,megatron,0.01,4.561461,12029.3
2453,megatron,0.01,4.559789,13044.1
2454,megatron,0.01,4.521914,10682.5
2455,megatron,0.01,4.553736,12560.3
2456,megatron,0.01,4.533745,10803.5
2457,megatron,0.01,4.567712,12020.6
2458,megatron,0.01,4.566236,10832.3
2459,megatron,0.01,4.556979,11189.9
2460,megatron,0.01,4.550696,10916.3
2461,megatron,0.01,4.535466,12779.9
2462,megatron,0.01,4.556183,12043.7
2463,megatron,0.01,4.562847,11253.8
2464,megatron,0.01,4.564656,10986.6
2465,megatron,0.01,4.528209,12575.5
2466,megatron,0.01,4.550841,11991.6
2467,megatron,0.01,4.55035,12539.9
2468,megatron,0.01,4.547025,12201.2
2469,megatron,0.01,4.563589,12034.2
2470,megatron,0.01,4.545355,12077.3
2471,megatron,0.01,4.542435,12223.8
2472,megatron,0.01,4.553251,12504.3
2473,megatron,0.01,4.566149,12914.4
2474,megatron,0.01,4.550819,10838.1
2475,megatron,0.01,4.534045,10786.3
2476,megatron,0.01,4.539895,11741.4
2477,megatron,0.01,4.553198,10771.7
2478,megatron,0.01,4.545345,11842.6
2479,megatron,0.01,4.538261,11061.1
2480,megatron,0.01,4.529935,12627.3
2481,megatron,0.01,4.541862,11219.5
2482,megatron,0.01,4.555973,10880.5
2483,megatron,0.01,4.54404,10967.3
2484,megatron,0.01,4.541184,11970.2
2485,megatron,0.01,4.557509,10267.2
2486,megatron,0.01,4.560653,10886.8
2487,megatron,0.01,4.560442,11402.5
2488,megatron,0.01,4.548063,11620.4
2489,megatron,0.01,4.553927,10294.2
2490,megatron,0.01,4.542761,11197.5
2491,megatron,0.01,4.550748,10618.8
2492,megatron,0.01,4.537494,12325.0
2493,megatron,0.01,4.55423,12241.3
2494,megatron,0.01,4.556543,11843.4
2495,megatron,0.01,4.539692,11018.4
2496,megatron,0.01,4.53979,12369.7
2497,megatron,0.01,4.545182,12316.2
2498,megatron,0.01,4.54394,12038.4
2499,megatron,0.01,4.542542,11658.8
2500,megatron,0.01,4.549961,11015.2
2501,megatron,0.01,4.537107,11572.6
2502,megatron,0.01,4.542659,11313.3
2503,megatron,0.01,4.521029,11794.2
2504,megatron,0.01,4.538199,12239.3
2505,megatron,0.01,4.533111,12885.8
2506,megatron,0.01,4.541008,11840.5
2507,megatron,0.01,4.549108,11404.5
2508,megatron,0.01,4.524537,11755.7
2509,megatron,0.01,4.543936,11951.0
2510,megatron,0.01,4.533739,11185.8
2511,megatron,0.01,4.561936,11683.1
2512,megatron,0.01,4.557218,12139.4
2513,megatron,0.01,4.541152,12510.0
2514,megatron,0.01,4.542203,10840.8
2515,megatron,0.01,4.533679,11054.9
2516,megatron,0.01,4.541339,11870.8
2517,megatron,0.01,4.538157,11994.7
2518,megatron,0.01,4.540264,11461.0
2519,megatron,0.01,4.535899,11875.8
2520,megatron,0.01,4.540883,11100.2
2521,megatron,0.01,4.531915,13006.7
2522,megatron,0.01,4.533323,14093.1
2523,megatron,0.01,4.526395,12522.1
2524,megatron,0.01,4.530022,10784.1
2525,megatron,0.01,4.523953,10899.3
2526,megatron,0.01,4.53248,10726.1
2527,megatron,0.01,4.536847,12019.9
2528,megatron,0.01,4.55772,11668.7
2529,megatron,0.01,4.533505,12570.3
2530,megatron,0.01,4.546006,11076.7
2531,megatron,0.01,4.532496,10927.8
2532,megatron,0.01,4.522521,12481.9
2533,megatron,0.01,4.529944,11004.7
2534,megatron,0.01,4.546031,10765.8
2535,megatron,0.01,4.537871,11560.2
2536,megatron,0.01,4.527074,11382.5
2537,megatron,0.01,4.538418,10659.6
2538,megatron,0.01,4.548419,12264.8
2539,megatron,0.01,4.539804,12497.0
2540,megatron,0.01,4.542843,12884.5
2541,megatron,0.01,4.533305,11061.0
2542,megatron,0.01,4.543738,10959.7
2543,megatron,0.01,4.543584,11752.3
2544,megatron,0.01,4.551717,12470.9
2545,megatron,0.01,4.538068,13845.7
2546,megatron,0.01,4.532389,12449.1
2547,megatron,0.01,4.526778,11990.4
2548,megatron,0.01,4.547471,12135.0
2549,megatron,0.01,4.540899,10474.3
2550,megatron,0.01,4.546393,10794.4
2551,megatron,0.01,4.54326,12606.6
2552,megatron,0.01,4.516387,11076.4
2553,megatron,0.01,4.522249,11916.0
2554,megatron,0.01,4.55978,11578.8
2555,megatron,0.01,4.545911,12996.9
2556,megatron,0.01,4.562285,10684.5
2557,megatron,0.01,4.538008,10721.2
2558,megatron,0.01,4.535584,13095.7
2559,megatron,0.01,4.544444,12370.9
2560,megatron,0.01,4.53385,12506.4
2561,megatron,0.01,4.552577,11136.2
2562,megatron,0.01,4.518585,11508.6
2563,megatron,0.01,4.548424,11921.8
2564,megatron,0.01,4.531882,13175.5
2565,megatron,0.01,4.53766,12971.8
2566,megatron,0.01,4.538604,11222.6
2567,megatron,0.01,4.518223,12902.8
2568,megatron,0.01,4.564692,13255.6
2569,megatron,0.01,4.550362,11958.5
2570,megatron,0.01,4.539464,12810.1
2571,megatron,0.01,4.531042,12160.3
2572,megatron,0.01,4.527527,12437.3
2573,megatron,0.01,4.523959,11746.7
2574,megatron,0.01,4.528013,13412.7
2575,megatron,0.01,4.521363,11561.5
2576,megatron,0.01,4.530321,11271.1
2577,megatron,0.01,4.575326,10541.0
2578,megatron,0.01,4.515646,12378.8
2579,megatron,0.01,4.54411,10969.0
2580,megatron,0.01,4.519753,12265.4
2581,megatron,0.01,4.534823,12929.5
2582,megatron,0.01,4.533806,13330.5
2583,megatron,0.01,4.533781,14776.1
2584,megatron,0.01,4.525088,12680.1
2585,megatron,0.01,4.541062,12238.3
2586,megatron,0.01,4.542657,10396.7
2587,megatron,0.01,4.515038,10818.8
2588,megatron,0.01,4.520148,12343.0
2589,megatron,0.01,4.539833,11033.0
2590,megatron,0.01,4.525712,13395.0
2591,megatron,0.01,4.522081,12659.1
2592,megatron,0.01,4.52841,12789.8
2593,megatron,0.01,4.521952,12490.1
2594,megatron,0.01,4.531143,12600.4
2595,megatron,0.01,4.530347,12955.1
2596,megatron,0.01,4.533972,10971.4
2597,megatron,0.01,4.554568,11074.3
2598,megatron,0.01,4.539752,13017.3
2599,megatron,0.01,4.517186,12630.2
2600,megatron,0.01,4.513271,12530.8
2601,megatron,0.01,4.51353,13341.3
2602,megatron,0.01,4.516243,11687.2
2603,megatron,0.01,4.541491,11113.9
2604,megatron,0.01,4.546076,12594.2
2605,megatron,0.01,4.539475,13163.2
2606,megatron,0.01,4.556687,11728.3
2607,megatron,0.01,4.514502,11447.5
2608,megatron,0.01,4.530827,12918.5
2609,megatron,0.01,4.543157,11546.4
2610,megatron,0.01,4.505476,11593.2
2611,megatron,0.01,4.533216,12418.8
2612,megatron,0.01,4.532192,11173.0
2613,megatron,0.01,4.534935,13336.1
2614,megatron,0.01,4.552816,11359.9
2615,megatron,0.01,4.527226,12028.7
2616,megatron,0.01,4.54131,12264.5
2617,megatron,0.01,4.551793,11807.4
2618,megatron,0.01,4.516401,13358.5
2619,megatron,0.01,4.550681,13101.1
2620,megatron,0.01,4.525031,12805.0
2621,megatron,0.01,4.503834,12209.0
2622,megatron,0.01,4.538231,11012.6
2623,megatron,0.01,4.534368,11781.6
2624,megatron,0.01,4.521389,11766.0
2625,megatron,0.01,4.553149,11535.4
2626,megatron,0.01,4.508587,12324.3
2627,megatron,0.01,4.516368,11407.0
2628,megatron,0.01,4.519469,11788.3
2629,megatron,0.01,4.53269,11949.4
2630,megatron,0.01,4.54423,12509.3
2631,megatron,0.01,4.540005,12767.6
2632,megatron,0.01,4.536356,11669.1
2633,megatron,0.01,4.525784,11903.2
2634,megatron,0.01,4.538804,11436.8
2635,megatron,0.01,4.538317,11666.3
2636,megatron,0.01,4.528143,10918.3
2637,megatron,0.01,4.529557,11691.1
2638,megatron,0.01,4.50717,12717.5
2639,megatron,0.01,4.512922,11285.6
2640,megatron,0.01,4.533217,11817.5
2641,megatron,0.01,4.528291,10735.2
2642,megatron,0.01,4.518908,11916.7
2643,megatron,0.01,4.538029,11079.0
2644,megatron,0.01,4.535645,11034.2
2645,megatron,0.01,4.516656,11109.0
2646,megatron,0.01,4.530725,10640.0
2647,megatron,0.01,4.548561,10082.8
2648,megatron,0.01,4.501597,11204.0
